input,expected_output,expected_articles
Welche Aktien waren am US-Aktienmarkt besonders gefragt?,Am US-Aktienmarkt waren vor allem die Technologiewerte gefragt.,2025-03-14/wirtschaft/article_4.md
Warum hat das Bundesamt für Verfassungsschutz die AfD als 'gesichert rechtsextremistisch' eingestuft?,Vor allem das 'in der Partei vorherrschende ethnisch-abstammungsmäßige Volksverständnis' sei nicht mit der freiheitlich demokratischen Grundordnung vereinbar und rechtfertige die Einstufung.,2025-05-08/inland/article_5.md|2025-05-08/inland/article_9.md
Warum ist der Chef von Primark zurückgetreten?,"Der Chef der Bekleidungskette Primark ist nach der Anschuldigung einer Frau, dass sich Paul Marchant ihr gegenüber nicht angemessen verhalten habe, zurückgetreten.",2025-03-31/wirtschaft/article_3.md
Wie viele Menschen kamen bei der Amokfahrt in Zhuhai ums Leben?,35 Menschen kamen bei der Amokfahrt in Zhuhai ums Leben.,2025-01-20/ausland/article_4.md
Wie viel Prozent legte das Bruttoinlandsprodukt der deutschen Wirtschaft im ersten Quartal zu?,"Das Bruttoinlandsprodukt legte um 0,2 Prozent zum Vorquartal zu.",2025-04-30/wirtschaft/article_0.md
Wer ist David Rupprecht und was hat er entdeckt?,"David Rupprecht ist ein junger IT-Unternehmer, der während seiner Promotion schwerwiegende Sicherheitslücken im Mobilfunk entdeckte.",2025-01-31/wirtschaft/article_8.md
Was wurde im Bundestag von der AfD unterstützten und abgelehnt?,Ein Gesetzentwurf der Union zur Begrenzung der Migration wurde im Bundestag abgelehnt.,2025-01-31/inland/article_8.md
Welche Unternehmen distanzierten sich von ihren DEI-Leitlinien?,Einige Unternehmen wie die Tech-Giganten Meta oder Google distanzierten sich öffentlich von ihren DEI-Leitlinien.,2025-05-31/wirtschaft/article_0.md
Welche Unternehmen wollen in Europa Raketen herstellen und vermarkten?,Die Rüstungskonzerne Rheinmetall und Lockheed Martin wollen gemeinsam in Europa Raketen herstellen und vermarkten.,2025-04-30/wirtschaft/article_0.md
Welchen Einfluss hat hohe Inflation laut Jonathan Federle auf Wahlen?,"Eine hohe Inflation von zehn Prozent und schwache Gehaltszuwächse können Parteien an den politischen Rändern bei Wahlen bis zu 2,8 Prozent an Zuspruch bringen.",2025-01-31/wirtschaft/article_4.md
Wie viele Fluggäste wurden im Jahr 2024 an den deutschen Hauptverkehrsflughäfen gezählt?,"Im Jahr 2024 haben die 22 deutschen Hauptverkehrsflughäfen rund 199,5 Millionen Fluggäste gezählt.",2025-01-31/wirtschaft/article_5.md
Was fordert SPD-Chef Lars Klingbeil im Umgang mit der AfD?,"SPD-Chef Lars Klingbeil fordert, die AfD auch mit juristischen Mitteln zu bekämpfen und bei ausreichenden Belegen auf einen Verbotsantrag beim Bundesverfassungsgericht zu dringen.",2025-06-30/inland/article_5.md
Welche Risiken tragen Versicherungen bei Naturkatastrophen laut BaFin?,Versicherungen müssen bei Naturkatastrophen unverzüglich hohe Beträge für die Schäden zahlen.,2025-01-28/wirtschaft/article_5.md
Wie viele Menschen mussten nach dem Vorfall ins Krankenhaus?,Zwölf von ihnen mussten ins Krankenhaus.,2025-03-14/ausland/article_7.md
Wie viele ausländische Arbeitskräfte benötigt die deutsche Wirtschaft jährlich laut der Bertelsmann Stiftung?,288.000 ausländische Arbeitskräfte,2025-02-23/wirtschaft/article_0.md
Was empfiehlt die EU laut Johannes Bruns bezüglich des Rauchens im Freien?,Die EU empfehle ein Rauchverbot im Freien.,2025-05-31/inland/article_3.md
Welche Änderungen am Grundgesetz tragen die Grünen mit?,"Die Grünen willigen ein, alle drei Grundgesetzänderungen mitzutragen, einschließlich der Lockerung der Schuldenbremse für Verteidigungsausgaben, die oberhalb von einem Prozent über dem Bruttoinlandsprodukt liegen.",2025-03-14/inland/article_6.md
Bis wann wurden die Bundeswehreinsätze im Roten Meer und im Südsudan verlängert?,Die Einsätze im Roten Meer und im Südsudan wurden jeweils bis Oktober verlängert.,2025-01-31/inland/article_2.md
Welche Auswirkungen hatte die Unsicherheit über die US-Zollpolitik auf die Wall Street?,"Die Unsicherheit über die US-Zollpolitik drückte die Kurse an der Wall Street zum Wochenschluss ins Minus, nachdem sie zunächst stärker gestartet waren.",2025-01-31/wirtschaft/article_7.md
Welche Waffe benutzte der 18-jährige Täter bei der Tat am 5. September 2024?,"Der 18-jährige Täter benutzte ein Repetiergewehr aus ehemaligen Schweizer Armee-Beständen, das aus dem Jahr 1936 stammte und mit einem Bajonett versehen war.",2025-03-14/inland/article_12.md
Welchen Spitznamen hat Herrera in Menschenrechtskreisen und der mexikanischen Presse?,"""Staatsanwalt des Terrors""",2025-05-31/ausland/article_8.md
Warum profitiert die Cargo-Sparte der Lufthansa Gruppe derzeit?,"Die Cargo-Sparte der Lufthansa Gruppe profitiert von den Zoll-Konflikten mit den USA, da die Nachfrage nach Frachttransporten in die Vereinigten Staaten wächst.",2025-05-06/wirtschaft/article_7.md
Wann wird der Online-Telefondienst Skype nicht mehr verfügbar sein?,Ab Mai 2025 wird Skype nicht mehr verfügbar sein.,2025-02-28/wirtschaft/article_11.md
Welche Parteien stimmten dem Entschließungsantrag zur Migrationspolitik zu?,Neben Union und AfD stimmten auch die FDP und fraktionslose ehemalige AfD-Abgeordnete dem Entschließungsantrag zu.,2025-01-31/inland/article_3.md
Warum hat sich Israel in den Konflikt in Syrien eingeschaltet?,"Der Einsatz habe als Warnung an Extremisten gedient, die weitere Angriffe auf Drusen geplant hätten, teilte das Büro von Ministerpräsident Benjamin Netanjahu mit.",2025-04-30/ausland/article_4.md
"Was passiert, wenn Hersteller die Grenzwerte in diesem Jahr nicht erfüllen?","Wenn Hersteller die Grenzwerte in diesem Jahr noch nicht erfüllen, müssen sie 2026 oder 2027 dafür umso besser sein. Sie können millionenschwere Strafzahlungen für das Überschreiten der Grenzwerte im laufenden Jahr also vermeiden, indem sie danach mehr liefern.",2025-05-08/wirtschaft/article_5.md
Welche Übergangsfristen gelten für die Zollminderung auf importierte Ersatzteile in den USA?,"Im ersten Jahr (3. April 2025 bis 30. April 2026) können US- und ausländische Hersteller eine Zollminderung von 3,75 Prozent in Anspruch nehmen. Im zweiten Jahr (1. Mai 2026 bis 30. April 2027) gilt ein Abschlag von 2,5 Prozent - ab dem dritten Jahr endet die Übergangsfrist.",2025-04-30/wirtschaft/article_2.md
Welche Auswirkung haben die gestiegenen Bauzinsen auf Immobilienkäufer?,"Die gestiegenen Bauzinsen machen Kredite für Immobilienkäufer teurer, da sie oft sechsstellige Beträge finanzieren müssen.",2025-05-08/wirtschaft/article_6.md
"Was passiert mit der Zentralen Stelle in Ludwigsburg, wenn sie keine aktive Ermittlungsarbeit mehr hat?","Wenn die Zentrale Stelle keine Vorermittlungen mehr zu führen hat, wird sie zu einem Ort des Erinnerns, des Lernens und der Begegnung umgestaltet werden.",2025-05-08/inland/article_2.md
Wie stark sind die Bauzinsen für Finanzierungen mit zehnjähriger Laufzeit gestiegen?,"Die Bauzinsen sind von 3,3 Prozent vor sechs Monaten auf rund 3,6 Prozent gestiegen.",2025-05-08/wirtschaft/article_6.md
Warum wurde Najeem freigelassen?,"Das römische Berufungsgericht hatte Najeems Freilassung angeordnet, weil es seine Verhaftung als nicht verfahrenskonform angesehen hatte. Laut Innenministerium war Najeem freigekommen, weil die örtliche Polizei das Justizministerium nicht sofort über die Verhaftung informiert hatte, was aber vorgeschrieben sei.",2025-01-28/ausland/article_11.md
Wie viele Ja-Stimmen erhielt Merz in der geheimen Abstimmung?,Er hatte in geheimer Abstimmung nur 310 Ja-Stimmen erhalten.,2025-05-06/inland/article_15.md
Wie viel Geld hat Citigroup versehentlich überwiesen?,Citigroup hat versehentlich 81 Billionen Dollar überwiesen.,2025-02-28/wirtschaft/article_12.md
Was sagte Trump zu Selenskyj während ihres Treffens?,"""Sie riskieren einen Dritten Weltkrieg"", ""Sie müssen dankbar sein""",2025-02-28/ausland/article_12.md
Wer gratulierte dem neuen Papst Leo XIV. aus Deutschland?,Bundeskanzler Friedrich Merz und Bundespräsident Frank-Walter Steinmeier gratulierten dem neuen Papst Leo XIV. aus Deutschland.,2025-05-08/ausland/article_1.md
Wie viele Geiseln sollen laut der israelischen Armee noch am Leben sein?,Nach Angaben der israelischen Armee sollen noch 27 Geiseln am Leben sein.,2025-02-23/ausland/article_2.md
Wann wurde das Unternehmen DeepSeek gegründet?,DeepSeek wurde 2023 gegründet.,2025-01-28/wirtschaft/article_10.md
Wie viele Anleger haben im Wirecard-Skandal auf Schadenersatz geklagt?,Mittlerweile haben knapp 8.700 Anleger auf Schadenersatz geklagt.,2025-02-28/wirtschaft/article_3.md
Was ist das Besondere an DeepSeeks KI-Modell R1?,"Das Besondere an R1 ist, dass es mit einem Bruchteil der Ressourcen auskommt, die US-Unternehmen wie Open AI oder Google in die Entwicklung von KI investieren, und trotzdem mit der Leistung etablierter Modelle mithalten kann.",2025-01-28/wirtschaft/article_10.md
In welchen Städten stiegen die Preise für Eigentumswohnungen im Vergleich zum Vorquartal am stärksten?,"Die Preise für Eigentumswohnungen stiegen im Vergleich zum Vorquartal am stärksten in Köln (plus 3,4 Prozent), Stuttgart (2,1 Prozent) und Berlin (1,7 Prozent).",2025-05-08/wirtschaft/article_6.md
Wie viele Gebäude wurden durch die Flächenbrände zerstört oder beschädigt?,Mehr als 12.000 Gebäude in der Region wurden zerstört oder beschädigt.,2025-01-20/ausland/article_13.md
Warum darf Marine Le Pen bei der Präsidentschaftswahl 2027 nicht antreten?,"Wegen der Veruntreuung von EU-Geldern wurde Marine Le Pen das passive Wahlrecht für fünf Jahre entzogen, wodurch sie bei der Präsidentschaftswahl 2027 nicht antreten darf.",2025-03-31/ausland/article_12.md|2025-03-31/ausland/article_9.md
Um wie viel Prozent ist der Gewinn von Volkswagen im ersten Quartal 2025 gesunken?,Der Gewinn von Volkswagen ist im ersten Quartal 2025 um knapp 41 Prozent gesunken.,2025-04-30/wirtschaft/article_0.md
Wie viele Waldbrände sind in Südfrankreich ausgebrochen?,Insgesamt sieben Brände sind in Südfrankreich ausgebrochen.,2025-06-30/ausland/article_1.md
Welches Rekordergebnis erreichte die AfD bei der Bundestagswahl?,"Die AfD erreichte 20,7 Prozent, ein Rekordwert für die Partei auf Bundesebene.",2025-02-23/inland/article_1.md
Was ist der stille Protest in Litauen am Bahnhof Kena?,"Am Bahnhof Kena an der Grenze zu Belarus flattern gut sichtbar für die russischen Passagiere große Banner am Bahnsteig mit Bildern aus der Ukraine, wie Leichen am Straßenrand, zerbombte Häuser und eine alte Frau mit amputierten Beinen.",2025-05-31/ausland/article_5.md
Welche Empfehlungen gibt die Kommission zur Erhöhung der Handlungsfähigkeit Deutschlands in internationalen Krisen?,"Die Kommission empfiehlt, die Handlungsfähigkeit Deutschlands, besonders aber der EU, in internationalen Krisen zu erhöhen, indem bei der Bundeswehr Mittel für Ausbildung, Ausrüstung und Vorbereitung im internationalen Krisenmanagement vorgehalten werden.",2025-01-31/inland/article_9.md
Warum wurden die EU-Sanktionen gegen Russland verhängt?,Die EU-Sanktionen wurden als Reaktion auf die aus EU-Sicht ungerechtfertigte und grundlose militärische Aggression Russlands gegen die Ukraine verhängt.,2025-03-14/ausland/article_6.md
Wie bewertet Paul Winfree die Präsidentschaft von Trump auf einer Punkteskala?,"Auf einer Punkteskala von null bis zehn würde Winfree Trump bei sieben bis acht, also als ziemlich erfolgreich einordnen.",2025-04-30/ausland/article_0.md
Wie stark hat die deutsche Wirtschaft ihre Produktion im März gesteigert?,"Die deutsche Wirtschaft hat ihre Produktion im März um 3,0 Prozent gesteigert.",2025-05-08/wirtschaft/article_4.md
Wie viele FDP-Abgeordnete haben bei der Abstimmung nicht abgestimmt?,16 FDP-Abgeordnete gaben keine Stimme ab.,2025-01-31/inland/article_1.md
Welche Region in Myanmar ist besonders schwer von dem Erdbeben betroffen?,Die Region Sagaing ist besonders schwer betroffen.,2025-03-31/ausland/article_18.md
Was kritisiert Altkanzlerin Merkel in Bezug auf die Asylpolitik?,"Altkanzlerin Merkel kritisiert die Praxis des unionsgeführten Innenministeriums, bei Grenzkontrollen Asylsuchende zurückweisen zu lassen.",2025-06-30/inland/article_7.md
Welche Investitionen fordern die Grünen statt der Finanzierung von Wahlversprechen durch Union und SPD?,"Die Grünen fordern Investitionen in Klimaschutz, die Modernisierung der Wirtschaft, die Bahn, die Digitalisierung oder das Stromnetz.",2025-03-14/inland/article_0.md
Welche Position wurde Bessent von Trump nominiert?,Bessent wurde als Finanzminister nominiert.,2025-01-20/ausland/article_8.md
Wie hat der IWF seine Prognose für die US-Wirtschaft geändert?,"Der IWF korrigierte seine Prognosen für die US-Wirtschaft drastisch nach unten, mit einer geschätzten Wachstumsrate von 1,8 Prozent für 2025 und 1,7 Prozent für 2026, was 0,9 beziehungsweise 0,4 Prozentpunkte unter der Prognose vom Januar liegt.",2025-04-30/wirtschaft/article_6.md
Welche Auswirkungen befürchten Experten durch Trumps Zollpolitik auf die US-Autoindustrie?,"Experten warnen, dass die Zölle zu höheren Autopreisen führen und die Verkaufszahlen der US-Autobauer sinken könnten, wodurch Arbeitsplätze in Gefahr gerieten.",2025-04-30/wirtschaft/article_2.md
Wie viele Tote wurden in Bangkok nach dem Einsturz eines Rohbaus gefunden?,19,2025-03-31/ausland/article_13.md
Wie viele Menschen sind bei dem Erdbeben in Myanmar laut der Militärjunta gestorben?,Laut der regierenden Militärjunta sind mindestens 2.000 Menschen gestorben.,2025-03-31/ausland/article_1.md|2025-03-31/ausland/article_18.md|2025-03-31/ausland/article_13.md
Wie viele neue Milliardäre gab es laut Oxfam im vergangenen Jahr weltweit?,Im vergangenen Jahr gab es weltweit 204 neue Milliardäre.,2025-01-20/wirtschaft/article_0.md
Wo wird das Modell zur Auszeit derzeit eingesetzt?,Bisher wird das Modell zur Auszeit nur bei John Deere in Zweibrücken eingesetzt.,2025-02-23/wirtschaft/article_1.md
Warum wurde das Konto von İmamoğlu in der Türkei unterdrückt?,Das Konto wurde in der Türkei 'als Reaktion auf eine rechtliche Forderung unterdrückt'.,2025-05-08/ausland/article_12.md
"Was wird mit der Zentralen Stelle in Ludwigsburg geschehen, wenn sie ihre aktive Ermittlungsarbeit eingestellt hat?","Sie wird zu einem Ort des Erinnerns, des Lernens und der Begegnung umgestaltet werden.",2025-05-08/inland/article_2.md
"Wie versucht die Hamas, sich im Konflikt darzustellen?",Die Terrororganisation Hamas versucht sich als Siegerin des Konflikts zu inszenieren.,2025-01-20/ausland/article_6.md
Welches Geschenk aus Katar sorgte für Kritik an der US-Regierung?,"Eine Maschine vom Typ Boeing 747-8, die für Trump zum Regierungsflieger Air Force One aufgerüstet werden soll.",2025-05-31/ausland/article_15.md
Welche Faktoren könnten laut Jürgen Molnar zu einer Leitzinssenkung der US-Notenbank führen?,"Die Inflation ist im Griff, geopolitisch hat sich die Lage etwas beruhigt, und es spricht nicht mehr viel gegen eine nächste Leitzinssenkung der US-Notenbank.",2025-06-30/wirtschaft/article_4.md
Welches Land drängt auf eine Aussetzung des Stimmrechts von Ungarn in der EU?,Das baltische Estland drängt auf eine Aussetzung des Stimmrechts von Ungarn in der EU.,2025-03-14/ausland/article_6.md
Was hat der deutsche Außenminister Wadephul in Kiew angekündigt?,Außenminister Wadephul hat eine verstärkte Rüstungszusammenarbeit mit der Ukraine angekündigt.,2025-06-30/ausland/article_9.md
Wer ist der designierte CDU-Bundeskanzler in der neuen schwarz-roten Koalition?,Der designierte CDU-Bundeskanzler in der neuen schwarz-roten Koalition ist Friedrich Merz.,2025-04-30/inland/article_3.md
Wie alt sind die Opfer der Schüsse in Uppsala laut Medienberichten?,Die Toten sollen Medienberichten zufolge zwischen 15 und 20 Jahre alt gewesen sein.,2025-04-30/ausland/article_6.md
Welche Branchen in Deutschland sind von Trumps Zöllen besonders betroffen?,"Die Branchen wie die Pharmaindustrie und Medizintechnik, der Fahrzeug- sowie der Maschinenbau sind von Trumps Zöllen besonders betroffen.",2025-04-30/wirtschaft/article_1.md
Wer grinst und geht feixend zu den Hinterbänklern ihrer Fraktion im beschriebenen Szenario?,AfD-Fraktionschefin Alice Weidel,2025-05-06/inland/article_11.md
Welcher Politiker wurde als klassischer 'Falke' bezeichnet und warum?,"Michael Waltz wurde als klassischer 'Falke' bezeichnet, weil er sich im Repräsentantenhaus für eine harte Linie gegenüber China und dem Iran einsetzte und NATO-Staaten für zu geringe Militärausgaben kritisierte.",2025-01-20/ausland/article_8.md
Was wünscht sich der ukrainische Präsident Wolodymyr Selenskyj vom neuen Papst?,Er wünscht sich eine fortdauernde Unterstützung des Vatikans im russischen Angriffskrieg und schätzt die konsequente Haltung des Heiligen Stuhls zur Wahrung des Völkerrechts.,2025-05-08/ausland/article_1.md
Warum hat der Verfassungsschutz die Hochstufung der AfD als 'gesichert rechtsextremistisch' vorerst ausgesetzt?,"Nachdem die AfD gegen die Einstufung als 'gesichert rechtsextremistisch' geklagt hat, setzt der Verfassungsschutz die Hochstufung vorerst aus, bis das Gericht zu einer Entscheidung im Eilverfahren gekommen ist.",2025-05-08/inland/article_5.md|2025-05-08/inland/article_9.md
Welcher Kurs wurde von der Europäischen Zentralbank für den Euro festgesetzt?,"Die Europäische Zentralbank (EZB) hatte den Referenzkurs auf 1,0421 Dollar festgesetzt.",2025-01-28/wirtschaft/article_3.md
Wie viel Prozent legte der Nasdaq 100 nach dem Ausverkauf zu?,"Der Nasdaq 100 legte um 1,62 Prozent zu.",2025-02-28/wirtschaft/article_11.md
"Welche ungewöhnliche Methode wendet John Deere an, um Personalabbau zu verhindern?","Beschäftigte können das Unternehmen für einige Jahre verlassen, behalten aber ihren Arbeitsplatz.",2025-02-23/wirtschaft/article_1.md
Welche Aktien gelten derzeit als größtes Sorgenkind der Märkte laut dem Artikel?,Die hochgewichteten Technologieaktien gelten derzeit als größtes Sorgenkind der Märkte.,2025-03-31/wirtschaft/article_3.md
Welche Produkte sind von den neuen EU-Zöllen ausgenommen?,"Ausdrücklich ausgenommen sind Produkte, auf die auch die US-Amerikaner keine Zölle erheben, vor allem pharmazeutische Produkte.",2025-05-08/ausland/article_0.md
Wie bewertet Kanzler Merz seine Wahl trotz des Scheiterns im ersten Wahlgang?,Kanzler Merz bewertet seine Wahl als Vertrauensbeweis der Koalition aus CDU/CSU und SPD.,2025-05-06/inland/article_7.md
Wer leitet die deutsche Delegation bei der UN-Entwicklungskonferenz in Sevilla?,Die deutsche Delegation wird von Alibali Radovan geleitet.,2025-06-30/ausland/article_6.md
"Wer war der entscheidende Grund für viele Wähler, ihre Stimme der AfD zu geben?","Alice Weidel war für rund ein Viertel der AfD-Wählerinnen und -Wähler der entscheidende Grund, ihre Stimme der Partei zu geben.",2025-02-23/inland/article_3.md
Warum sind Schadenersatzansprüche gegen EY im Musterverfahren nicht statthaft?,"Schadenersatzansprüche gegen EY im Musterverfahren sind nicht statthaft, weil EY die falschen Wirecard-Bilanzen inklusive des Bestätigungsvermerks nicht selbst veröffentlicht hat, sondern die Wirecard-Chefetage.",2025-02-28/wirtschaft/article_3.md
Wohin wird Merz zu seiner ersten Auslandsreise erwartet?,Merz wird zu seiner ersten Auslandsreise in Paris und Warschau erwartet.,2025-05-06/inland/article_15.md
Wann findet die vorgezogene Bundestagswahl 2025 in Deutschland statt?,Die Bundestagswahl wurde auf den 23. Februar 2025 vorgezogen.,2025-02-23/inland/article_13.md
Welche Auswirkungen hätte eine vorläufige Vollstreckung auf das Präsidentschaftsprojekt von Marine Le Pen 2027?,Le Pens Präsidentschaftsprojekt 2027 wäre passé - und der Rassemblement National müsste strategisch und personell komplett umplanen.,2025-03-31/ausland/article_16.md
"Welches Unternehmen ist der einzige Kunde, der derzeit Northvolt-Batterien in seinen Fahrzeugen verbaut?","Der Lkw-Hersteller Scania ist der einzige Kunde, der derzeit Northvolt-Batterien in seinen Fahrzeugen verbaut und ausliefert.",2025-02-28/wirtschaft/article_7.md
Wie viele Abgeordnete soll der nächste Bundestag nach der Wahlrechtsreform haben?,Durch die Wahlrechtsreform wird die Größe des Bundestages auf 630 Abgeordnete begrenzt.,2025-01-28/inland/article_6.md
"Wie viele Drogenbosse hat Mexiko an die USA ausgeliefert, um Handelszölle zu vermeiden?",29 Drogenbarone,2025-02-28/ausland/article_3.md
Welchen Vorschlag haben die Grünen bezüglich der Aufteilung des Pakets von Union und SPD gemacht?,"Die Grünen schlagen vor, dass das Paket von Union und SPD aufgeteilt wird, indem zunächst eine Einigung nur über die Verteidigungsausgaben gefunden wird und über die Infrastruktur-Investitionen später verhandelt wird.",2025-03-14/inland/article_0.md
Warum kann World Central Kitchen ihre Lebensmittelvorräte im Gazastreifen nicht mehr auffüllen?,Wegen der israelischen Blockade.,2025-05-08/ausland/article_13.md
Was fordert der Verband von der künftigen Regierung?,"Der Verband fordert zeitnahe Entlastungssignale und eine entschlossene Agenda für mehr Wachstum, darunter Bürokratierückbau, niedrigere Energiepreise sowie Investitionen in die Infrastruktur.",2025-01-28/wirtschaft/article_6.md
Welche Spitznamen schlägt Trump für Joe Biden vor?,"""verschlafener Joe"" oder ""Gauner Joe""",2025-04-30/ausland/article_13.md
"Wie hoch ist die erste Dividende, die das Unternehmen zahlen möchte?",Die erste Dividende soll sich auf 25 Cent je Aktie belaufen.,2025-05-08/wirtschaft/article_4.md
Was ist laut Knobloch kaum noch Thema hierzulande?,Das Schicksal der israelischen Geiseln.,2025-05-31/ausland/article_3.md
"Welche Investitionen hat Polen getätigt, um die Sicherheit zu erhöhen?","Polen hat Milliarden Złoty in die Infrastruktur investiert, um irreguläre Migration zu stoppen und die Sicherheit angesichts einer möglichen Aggression des östlichen Nachbarns zu erhöhen.",2025-05-08/ausland/article_18.md
Welchen Platz belegt Deutschland auf der Beliebtheitsskala der westlichen Industriestaaten?,Deutschland belegt gerade einmal Platz 15.,2025-02-23/wirtschaft/article_0.md
Wie viele Personen waren zum 31. Dezember 2024 im aktiven Lobbyregister in Deutschland benannt?,Zum 31. Dezember 2024 waren 26.998 Personen im aktiven Lobbyregister benannt.,2025-03-31/inland/article_4.md
Wie viele Feuerwehrleute kämpften in der Gemeinde Bizanet gegen die Flammen?,Mehr als 150 Feuerwehrleute kämpften in der Gemeinde Bizanet gegen die Flammen.,2025-06-30/ausland/article_1.md
"Wie lange waren die drei jungen Frauen in Gefangenschaft, bevor sie freigelassen wurden?",471 Tage,2025-01-20/ausland/article_11.md
Was bedeutet die Stillhaltezusage des BfV im Zusammenhang mit der AfD?,"Die Stillhaltezusage bedeutet, dass das BfV die Einstufung der AfD als Verdachtsfall bis zu einer juristischen Klärung im Eilverfahren vorläufig aussetzt und die Pressemitteilung dazu löscht, ohne eine Aussage zur Sache zu treffen.",2025-05-08/inland/article_5.md
Wo findet die Amtseinführung von Donald Trump statt?,"Eine Sportarena im Stadtzentrum von Washington wird für Besucher geöffnet, um die Amtseinführung live per Übertragung zu verfolgen.",2025-01-20/ausland/article_12.md
Welche Hilfsgüter transportiert Mohammed Aboulmathy nach Gaza?,"Reis, Zucker, Bohnen, Thunfisch-Konserven, Joghurt, Milch und Linsen.",2025-01-20/ausland/article_10.md
Warum hat John Deere ein Auszeitmodell entwickelt?,"Das Auszeitmodell wurde entwickelt, um Geld zu sparen, langfristig Fachkräfte zu binden und ihnen die Chance zu geben, sich weiterzubilden, da das Unternehmen mit wirtschaftlichen Schwierigkeiten und Fachkräftemangel konfrontiert ist.",2025-02-23/wirtschaft/article_1.md
Wie viele israelische Geiseln befinden sich laut den Angaben noch im Gazastreifen?,Nach israelischen Angaben befinden sich insgesamt noch 59 Entführte im Gazastreifen.,2025-05-08/ausland/article_13.md
Wie viele Vollzeitstellen plant die Commerzbank bis Ende 2027 abzubauen?,"Die Commerzbank plant, bis Ende 2027 etwa 3.900 Vollzeitstellen abzubauen.",2025-03-14/wirtschaft/article_0.md
Was muss man der Versicherung im Todesfall beachten?,"Viele Versicherer verlangen eine Meldung innerhalb von 24, 48 oder 72 Stunden. Bis zu dieser Frist muss man den Versicherer über den Todesfall informieren und erforderliche Dokumente einreichen, sonst kann es sein, dass man die Versicherungssumme nicht erhält.",2025-04-30/wirtschaft/article_5.md
Wie stark ist der Gewinn von Volkswagen im ersten Quartal gesunken?,"Der Gewinn brach um 41 Prozent auf 2,19 Milliarden Euro ein.",2025-04-30/wirtschaft/article_11.md
Wie viele Karteikarten umfasst die Zentralkartei der Zentralen Stelle zur Aufklärung nationalsozialistischer Verbrechen?,"1,76 Millionen Karteikarten",2025-05-08/inland/article_2.md
"Welches Land hat sich bereit erklärt, seine Zölle im Rahmen des Handelsabkommens zu senken?","Großbritannien erklärte sich bereit, seine Zölle auf 1,8 von 5,1 Prozent zu senken.",2025-05-08/wirtschaft/article_4.md
Wann soll der neue Eingang des Louvre eingeweiht werden?,Der neue Eingang soll 2031 eingeweiht werden.,2025-01-28/ausland/article_12.md
Was sagt CSU-Landesgruppenchef Alexander Dobrindt über die Abstimmung der AfD?,"Alexander Dobrindt sagt, dass es ihm völlig egal ist, wie die AfD jetzt abstimmt.",2025-01-28/inland/article_9.md
Warum lehnt Russland die Stationierung europäischer Soldaten in der Ukraine ab?,"Russland lehnt die Stationierung europäischer Soldaten in der Ukraine ab, da es dies als Eintritt in einen 'direkten bewaffneten Konflikt' mit Russland betrachtet und es für absolut inakzeptabel hält, dass Armeeeinheiten anderer Staaten unter irgendeiner Flagge in der Ukraine stationiert werden.",2025-03-14/ausland/article_2.md
Was bedeutet schwarzer Rauch beim Konklave im Vatikan?,"Schwarzer Rauch bedeutet, dass sich die 133 wahlberechtigten Kardinäle nicht mit der nötigen Mehrheit auf einen Nachfolger für den am Ostermontag verstorbenen Papst Franziskus einigen konnten.",2025-05-08/ausland/article_14.md
Welches Land ist der größte Abnehmer von US-amerikanischen Exporten?,Kanada ist der größte Abnehmer US-amerikanischer Exporte.,2025-06-30/wirtschaft/article_7.md
Wer ist der Vorsitzende der WerteUnion?,Vorsitzender ist der frühere Verfassungsschutzpräsident Hans-Georg Maaßen.,2025-01-28/inland/article_2.md
Wer wurde als neuer Vizepräsident der USA vereidigt?,J.D. Vance wurde als neuer Vizepräsident vereidigt.,2025-01-20/ausland/article_7.md
Warum muss die Familie aus Rangsdorf ihr Haus nicht abreißen?,"Der Bundesgerichtshof hat entschieden, dass das Haus den Wert des Grundstücks objektiv gesteigert hat, und der Eigentümer muss die Familie dafür bezahlen, obwohl er nicht an dem Haus interessiert ist.",2025-03-14/wirtschaft/article_1.md
Welche Aussage von Friedrich Merz sorgte für Kritik der SPD?,Merz sagte: 'Links ist vorbei. Es gibt keine linke Mehrheit und keine linke Politik mehr in Deutschland.',2025-02-23/inland/article_10.md|2025-02-23/inland/article_0.md
Welche Produkte dürfen laut dem neuen Handelsabkommen zwischen den USA und Großbritannien zollfrei eingeführt werden?,Triebwerke und Flugzeugteile von Rolls Royce dürfen zollfrei eingeführt werden.,2025-05-08/wirtschaft/article_3.md
Wie viele Menschen werden zur Trauerfeier in Beirut erwartet?,"Beobachter rechnen damit, dass bis zu hunderttausend Menschen zu der Trauerfeier in einem Stadion im Süden Beiruts kommen werden.",2025-02-23/ausland/article_5.md
Wie viele Ukrainer leben schätzungsweise im Ausland?,"Die Zahl der Ukrainer, die im Ausland leben, wird von der Regierung in Kiew auf 20 bis 25 Millionen geschätzt.",2025-01-20/ausland/article_0.md
Welche falschen Aussagen machte die AfD-Spitzendkandidatin Weidel im Wahlkampf?,"Weidel lag bei Aussagen zu der mutmaßlich 'höchsten Insolvenzrate seit 25 Jahren' in Deutschland daneben und behauptete fälschlicherweise, Deutschland habe die höchsten Energiepreise weltweit. Ebenso stimmte ihre Aussage nicht, dass ein deutscher Wiedereinstieg in die Atomenergie zu sinkenden Strompreisen führe.",2025-02-23/inland/article_13.md
